Pid      Process              Base         InLoad   InInit   InMem    MappedPath
1124     svchost.exe          0x5f740000   1        1        1        \WINDOWS\system32\wbem\ncprov.dll
1124     svchost.exe          0x75020000   1        1        1        \WINDOWS\system32\wbem\wmiutils.dll
1124     svchost.exe          0x5b860000   1        1        1        \WINDOWS\system32\netapi32.dll
1124     svchost.exe          0x77e70000   1        1        1        \WINDOWS\system32\rpcrt4.dll
1124     svchost.exe          0x71a90000   1        1        1        \WINDOWS\system32\wshtcpip.dll
1124     svchost.exe          0x4c0a0000   1        1        1        \WINDOWS\system32\wscsvc.dll
1124     svchost.exe          0x606b0000   1        1        1        \WINDOWS\system32\esent.dll
1124     svchost.exe          0x77cc0000   1        1        1        \WINDOWS\system32\activeds.dll
1124     svchost.exe          0x722d0000   1        1        1        \WINDOWS\system32\sens.dll
1124     svchost.exe          0x74ef0000   1        1        1        \WINDOWS\system32\wbem\wbemprox.dll
1124     svchost.exe          0x7db10000   1        1        1        \WINDOWS\system32\wzcsvc.dll
1124     svchost.exe          0x77120000   1        1        1        \WINDOWS\system32\oleaut32.dll
1124     svchost.exe          0x71d40000   1        1        1        \WINDOWS\system32\actxprxy.dll
1124     svchost.exe          0x76f50000   1        1        1        \WINDOWS\system32\wtsapi32.dll
1124     svchost.exe          0x751a0000   1        1        1        \WINDOWS\system32\srsvc.dll
1124     svchost.exe          0x723d0000   1        1        1        \WINDOWS\system32\winscard.dll
1124     svchost.exe          0x76b70000   1        1        1        \WINDOWS\system32\rastls.dll
1124     svchost.exe          0x74ed0000   1        1        1        \WINDOWS\system32\wbem\wbemsvc.dll
1124     svchost.exe          0x14d0000    1        1        1        \WINDOWS\system32\normaliz.dll
1124     svchost.exe          0x76e40000   1        1        1        \WINDOWS\system32\wkssvc.dll
1124     svchost.exe          0x75070000   1        1        1        \WINDOWS\system32\trkwks.dll
1124     svchost.exe          0x76c90000   1        1        1        \WINDOWS\system32\imagehlp.dll
1124     svchost.exe          0x708b0000   1        1        1        \WINDOWS\system32\audiosrv.dll
1124     svchost.exe          0x754d0000   1        1        1        \WINDOWS\system32\cryptui.dll
1124     svchost.exe          0x750f0000   1        1        1        \WINDOWS\system32\mtxclu.dll
1124     svchost.exe          0x76d10000   1        1        1        \WINDOWS\system32\clusapi.dll
1124     svchost.exe          0x3d930000   1        1        1        \WINDOWS\system32\wininet.dll
1124     svchost.exe          0x74f40000   1        1        1        \WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
1124     svchost.exe          0x7d1e0000   1        1        1        \WINDOWS\system32\msi.dll
1124     svchost.exe          0x76780000   1        1        1        \WINDOWS\system32\shfolder.dll
1124     svchost.exe          0x76fc0000   1        1        1        \WINDOWS\system32\rasadhlp.dll
1124     svchost.exe          0x77be0000   1        1        1        \WINDOWS\system32\msacm32.dll
1124     svchost.exe          0x7c800000   1        1        1        \WINDOWS\system32\kernel32.dll
1124     svchost.exe          0x76e10000   1        1        1        \WINDOWS\system32\adsldpc.dll
1124     svchost.exe          0x76360000   1        1        1        \WINDOWS\system32\winsta.dll
1124     svchost.exe          0x50040000   1        1        1        \WINDOWS\system32\wuaueng.dll
1124     svchost.exe          0x76c60000   1        1        1        \WINDOWS\system32\sfc_os.dll
1124     svchost.exe          0x6f880000   1        1        1        \WINDOWS\AppPatch\acgenral.dll
1124     svchost.exe          0x76bf0000   1        1        1        \WINDOWS\system32\psapi.dll
1124     svchost.exe          0x71ab0000   1        1        1        \WINDOWS\system32\ws2_32.dll
1124     svchost.exe          0x736d0000   1        1        1        \WINDOWS\system32\dot3dlg.dll
1124     svchost.exe          0x76ce0000   1        1        1        \WINDOWS\system32\cryptsvc.dll
1124     svchost.exe          0x776c0000   1        1        1        \WINDOWS\system32\authz.dll
1124     svchost.exe          0x7c900000   1        1        1        \WINDOWS\system32\ntdll.dll
1124     svchost.exe          0x77f10000   1        1        1        \WINDOWS\system32\gdi32.dll
1124     svchost.exe          0x76d40000   1        1        1        \WINDOWS\system32\mprapi.dll
1124     svchost.exe          0x76d60000   1        1        1        \WINDOWS\system32\iphlpapi.dll
1124     svchost.exe          0x74f90000   1        1        1        \WINDOWS\system32\dmserver.dll
1124     svchost.exe          0x76bb0000   1        1        1        \WINDOWS\system32\sfc.dll
1124     svchost.exe          0x76e90000   1        1        1        \WINDOWS\system32\rasman.dll
1124     svchost.exe          0x76b20000   1        1        1        \WINDOWS\system32\atl.dll
1124     svchost.exe          0x5ad70000   1        1        1        \WINDOWS\system32\uxtheme.dll
1124     svchost.exe          0x76620000   1        1        1        \WINDOWS\system32\comsvcs.dll
1124     svchost.exe          0x76c30000   1        1        1        \WINDOWS\system32\wintrust.dll
1124     svchost.exe          0x7c9c0000   1        1        1        \WINDOWS\system32\shell32.dll
1124     svchost.exe          0x7e720000   1        1        1        \WINDOWS\system32\sxs.dll
1124     svchost.exe          0x77a80000   1        1        1        \WINDOWS\system32\crypt32.dll
1124     svchost.exe          0x5d090000   1        1        1        \WINDOWS\system32\comctl32.dll
1124     svchost.exe          0x506a0000   1        1        1        \WINDOWS\system32\wuapi.dll
1124     svchost.exe          0x600a0000   1        1        1        \WINDOWS\system32\mspatcha.dll
1124     svchost.exe          0x762c0000   1        1        1        \WINDOWS\system32\wbem\wbemcore.dll
1124     svchost.exe          0x768d0000   1        1        1        \WINDOWS\system32\rasdlg.dll
1124     svchost.exe          0x76ee0000   1        1        1        \WINDOWS\system32\rasapi32.dll
1124     svchost.exe          0x4d4f0000   1        1        1        \WINDOWS\system32\winhttp.dll
1124     svchost.exe          0x77b20000   1        1        1        \WINDOWS\system32\msasn1.dll
1168     svchost.exe          0x1000000    1        0        1        \WINDOWS\system32\svchost.exe
1168     svchost.exe          0x7c900000   1        1        1        \WINDOWS\system32\ntdll.dll
1168     svchost.exe          0x773d0000   1        1        1        \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
1168     svchost.exe          0x77f60000   1        1        1        \WINDOWS\system32\shlwapi.dll
1168     svchost.exe          0x5ad70000   1        1        1        \WINDOWS\system32\uxtheme.dll
1168     svchost.exe          0x77dd0000   1        1        1        \WINDOWS\system32\advapi32.dll
1168     svchost.exe          0x77be0000   1        1        1        \WINDOWS\system32\msacm32.dll
1168     svchost.exe          0x77c00000   1        1        1        \WINDOWS\system32\version.dll
1168     svchost.exe          0x76b40000   1        1        1        \WINDOWS\system32\winmm.dll
1168     svchost.exe          0x77e70000   1        1        1        \WINDOWS\system32\rpcrt4.dll
1168     svchost.exe          0x6f880000   1        1        1        \WINDOWS\AppPatch\acgenral.dll
1168     svchost.exe          0x71ab0000   1        1        1        \WINDOWS\system32\ws2_32.dll
1168     svchost.exe          0x774e0000   1        1        1        \WINDOWS\system32\ole32.dll
1168     svchost.exe          0x7e410000   1        1        1        \WINDOWS\system32\user32.dll
1168     svchost.exe          0x77f10000   1        1        1        \WINDOWS\system32\gdi32.dll
1168     svchost.exe          0x77120000   1        1        1        \WINDOWS\system32\oleaut32.dll
1168     svchost.exe          0x76d60000   1        1        1        \WINDOWS\system32\iphlpapi.dll
1168     svchost.exe          0x76770000   1        1        1        \WINDOWS\system32\dnsrslvr.dll
1168     svchost.exe          0x76390000   1        1        1        \WINDOWS\system32\imm32.dll
1168     svchost.exe          0x769c0000   1        1        1        \WINDOWS\system32\userenv.dll
1168     svchost.exe          0x7c800000   1        1        1        \WINDOWS\system32\kernel32.dll
1168     svchost.exe          0x77c10000   1        1        1        \WINDOWS\system32\msvcrt.dll
1168     svchost.exe          0x5cb70000   1        1        1        \WINDOWS\system32\shimeng.dll
1168     svchost.exe          0x7c9c0000   1        1        1        \WINDOWS\system32\shell32.dll
1168     svchost.exe          0x76f20000   1        1        1        \WINDOWS\system32\dnsapi.dll
1168     svchost.exe          0x5d090000   1        1        1        \WINDOWS\system32\comctl32.dll
1168     svchost.exe          0x71aa0000   1        1        1        \WINDOWS\system32\ws2help.dll
1168     svchost.exe          0x77fe0000   1        1        1        \WINDOWS\system32\secur32.dll
1208     svchost.exe          0x1000000    1        0        1        \WINDOWS\system32\svchost.exe
1208     svchost.exe          0x630000     1        1        1        \WINDOWS\system32\xpsp2res.dll
1208     svchost.exe          0x71ab0000   1        1        1        \WINDOWS\system32\ws2_32.dll
1208     svchost.exe          0x76f60000   1        1        1        \WINDOWS\system32\wldap32.dll
1208     svchost.exe          0x77c00000   1        1        1        \WINDOWS\system32\version.dll
1208     svchost.exe          0x5ad70000   1        1        1        \WINDOWS\system32\uxtheme.dll
1208     svchost.exe          0x77dd0000   1        1        1        \WINDOWS\system32\advapi32.dll
1208     svchost.exe          0x77be0000   1        1        1        \WINDOWS\system32\msacm32.dll
1208     svchost.exe          0x7c800000   1        1        1        \WINDOWS\system32\kernel32.dll
1208     svchost.exe          0x76b40000   1        1        1        \WINDOWS\system32\winmm.dll
1208     svchost.exe          0x773d0000   1        1        1        \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
1208     svchost.exe          0x74c40000   1        1        1        \WINDOWS\system32\lmhsvc.dll
1208     svchost.exe          0x71a50000   1        1        1        \WINDOWS\system32\mswsock.dll
1208     svchost.exe          0x77f60000   1        1        1        \WINDOWS\system32\shlwapi.dll
1208     svchost.exe          0x77e70000   1        1        1        \WINDOWS\system32\rpcrt4.dll
1208     svchost.exe          0x6f880000   1        1        1        \WINDOWS\AppPatch\acgenral.dll
1208     svchost.exe          0x71a90000   1        1        1        \WINDOWS\system32\wshtcpip.dll
1208     svchost.exe          0x662b0000   1        1        1        \WINDOWS\system32\hnetcfg.dll
1208     svchost.exe          0x774e0000   1        1        1        \WINDOWS\system32\ole32.dll
1208     svchost.exe          0x76af0000   1        1        1        \WINDOWS\system32\regsvc.dll
1208     svchost.exe          0x7e410000   1        1        1        \WINDOWS\system32\user32.dll
1208     svchost.exe          0x7c900000   1        1        1        \WINDOWS\system32\ntdll.dll
1208     svchost.exe          0x77f10000   1        1        1        \WINDOWS\system32\gdi32.dll
1208     svchost.exe          0x77120000   1        1        1        \WINDOWS\system32\oleaut32.dll
1208     svchost.exe          0x76d60000   1        1        1        \WINDOWS\system32\iphlpapi.dll
1208     svchost.exe          0x76390000   1        1        1        \WINDOWS\system32\imm32.dll
1208     svchost.exe          0x769c0000   1        1        1        \WINDOWS\system32\userenv.dll
1208     svchost.exe          0x76fd0000   1        1        1        \WINDOWS\system32\clbcatq.dll
1208     svchost.exe          0x765e0000   1        1        1        \WINDOWS\system32\ssdpsrv.dll
1208     svchost.exe          0x71bf0000   1        1        1        \WINDOWS\system32\samlib.dll
1208     svchost.exe          0x77690000   1        1        1        \WINDOWS\system32\ntmarta.dll
1208     svchost.exe          0x77c10000   1        1        1        \WINDOWS\system32\msvcrt.dll
1208     svchost.exe          0x5cb70000   1        1        1        \WINDOWS\system32\shimeng.dll
1208     svchost.exe          0x7c9c0000   1        1        1        \WINDOWS\system32\shell32.dll
1208     svchost.exe          0x77050000   1        1        1        \WINDOWS\system32\comres.dll
1208     svchost.exe          0x5d090000   1        1        1        \WINDOWS\system32\comctl32.dll
1208     svchost.exe          0x71aa0000   1        1        1        \WINDOWS\system32\ws2help.dll
1208     svchost.exe          0x77fe0000   1        1        1        \WINDOWS\system32\secur32.dll
1636     explorer.exe         0x1000000    1        0        1        \WINDOWS\explorer.exe
1636     explorer.exe         0x400000     1        1        1        \WINDOWS\system32\normaliz.dll
1636     explorer.exe         0x78130000   1        1        1        \WINDOWS\system32\urlmon.dll
1636     explorer.exe         0x76b40000   1        1        1        \WINDOWS\system32\winmm.dll
1636     explorer.exe         0x3d930000   1        1        1        \WINDOWS\system32\wininet.dll
1636     explorer.exe         0x76360000   1        1        1        \WINDOWS\system32\winsta.dll
1636     explorer.exe         0x77c00000   1        1        1        \WINDOWS\system32\version.dll
1636     explorer.exe         0x5ad70000   1        1        1        \WINDOWS\system32\uxtheme.dll
1636     explorer.exe         0x76e80000   1        1        1        \WINDOWS\system32\rtutils.dll
1636     explorer.exe         0x75f80000   1        1        1        \WINDOWS\system32\browseui.dll
1636     explorer.exe         0x769c0000   1        1        1        \WINDOWS\system32\userenv.dll
1636     explorer.exe         0x71bf0000   1        1        1        \WINDOWS\system32\samlib.dll
1636     explorer.exe         0x77120000   1        1        1        \WINDOWS\system32\oleaut32.dll
1636     explorer.exe         0x745b0000   1        1        1        \WINDOWS\system32\eappcfg.dll
1636     explorer.exe         0x76c90000   1        1        1        \WINDOWS\system32\imagehlp.dll
1636     explorer.exe         0x77dd0000   1        1        1        \WINDOWS\system32\advapi32.dll
1636     explorer.exe         0x77a80000   1        1        1        \WINDOWS\system32\crypt32.dll
1636     explorer.exe         0x76f60000   1        1        1        \WINDOWS\system32\wldap32.dll
1636     explorer.exe         0x76400000   1        1        1        \WINDOWS\system32\netshell.dll
1636     explorer.exe         0x76fd0000   1        1        1        \WINDOWS\system32\clbcatq.dll
1636     explorer.exe         0x71d40000   1        1        1        \WINDOWS\system32\actxprxy.dll
1636     explorer.exe         0x76380000   1        1        1        \WINDOWS\system32\msimg32.dll
1636     explorer.exe         0x773d0000   1        1        1        \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
1636     explorer.exe         0x5b860000   1        1        1        \WINDOWS\system32\netapi32.dll
1636     explorer.exe         0x77bd0000   1        1        1        \WINDOWS\system32\midimap.dll
1636     explorer.exe         0x6f880000   1        1        1        \WINDOWS\AppPatch\acgenral.dll
1636     explorer.exe         0x7e290000   1        1        1        \WINDOWS\system32\shdocvw.dll
1636     explorer.exe         0x5dca0000   1        1        1        \WINDOWS\system32\onex.dll
1636     explorer.exe         0x71ab0000   1        1        1        \WINDOWS\system32\ws2_32.dll
1636     explorer.exe         0x76600000   1        1        1        \WINDOWS\system32\cscdll.dll
1636     explorer.exe         0x18c0000    0        0        0        \WINDOWS\system32\en-us\ieframe.dll.mui
1636     explorer.exe         0x736d0000   1        1        1        \WINDOWS\system32\dot3dlg.dll
1636     explorer.exe         0x774e0000   1        1        1        \WINDOWS\system32\ole32.dll
1636     explorer.exe         0x77920000   1        1        1        \WINDOWS\system32\setupapi.dll
1636     explorer.exe         0x74af0000   1        1        1        \WINDOWS\system32\batmeter.dll
1636     explorer.exe         0x7e410000   1        1        1        \WINDOWS\system32\user32.dll
1636     explorer.exe         0x7c900000   1        1        1        \WINDOWS\system32\ntdll.dll
1636     explorer.exe         0x76080000   1        1        1        \WINDOWS\system32\msvcp60.dll
1636     explorer.exe         0x77b40000   1        1        1        \WINDOWS\system32\apphelp.dll
1636     explorer.exe         0x75cf0000   1        1        1        \WINDOWS\system32\mlang.dll
1636     explorer.exe         0x72d20000   1        1        1        \WINDOWS\system32\wdmaud.drv
1636     explorer.exe         0x77f10000   1        1        1        \WINDOWS\system32\gdi32.dll
1636     explorer.exe         0x76f50000   1        1        1        \WINDOWS\system32\wtsapi32.dll
1636     explorer.exe         0x74720000   1        1        1        \WINDOWS\system32\msctf.dll
1636     explorer.exe         0x5cb70000   1        1        1        \WINDOWS\system32\shimeng.dll
1636     explorer.exe         0x76980000   1        1        1        \WINDOWS\system32\linkinfo.dll
1636     explorer.exe         0x76390000   1        1        1        \WINDOWS\system32\imm32.dll
1636     explorer.exe         0x77e70000   1        1        1        \WINDOWS\system32\rpcrt4.dll
1636     explorer.exe         0x77c10000   1        1        1        \WINDOWS\system32\msvcrt.dll
1636     explorer.exe         0x3e1c0000   1        1        1        \WINDOWS\system32\ieframe.dll
1636     explorer.exe         0x7c800000   1        1        1        \WINDOWS\system32\kernel32.dll
1636     explorer.exe         0x3dfd0000   1        1        1        \WINDOWS\system32\iertutil.dll
1636     explorer.exe         0x76990000   1        1        1        \WINDOWS\system32\ntshrui.dll
1636     explorer.exe         0x76b20000   1        1        1        \WINDOWS\system32\atl.dll
1636     explorer.exe         0x74ad0000   1        1        1        \WINDOWS\system32\powrprof.dll
1636     explorer.exe         0x13f0000    1        1        1        \WINDOWS\system32\xpsp2res.dll
1636     explorer.exe         0x1f80000    1        1        1        \WINDOWS\system32\webcheck.dll
1636     explorer.exe         0x77f60000   1        1        1        \WINDOWS\system32\shlwapi.dll
1636     explorer.exe         0x5fc10000   1        1        1        \WINDOWS\system32\msutb.dll
1636     explorer.exe         0x754d0000   1        1        1        \WINDOWS\system32\cryptui.dll
1636     explorer.exe         0x77a20000   1        1        1        \WINDOWS\system32\cscui.dll
1636     explorer.exe         0x73030000   1        1        1        \WINDOWS\system32\wzcsapi.dll
1636     explorer.exe         0x7c9c0000   1        1        1        \WINDOWS\system32\shell32.dll
1636     explorer.exe         0x77050000   1        1        1        \WINDOWS\system32\comres.dll
1636     explorer.exe         0x5ba60000   1        1        1        \WINDOWS\system32\themeui.dll
1636     explorer.exe         0x76d60000   1        1        1        \WINDOWS\system32\iphlpapi.dll
1636     explorer.exe         0x76280000   1        1        1        \WINDOWS\system32\stobject.dll
1636     explorer.exe         0x5d090000   1        1        1        \WINDOWS\system32\comctl32.dll
1636     explorer.exe         0x76c30000   1        1        1        \WINDOWS\system32\wintrust.dll
1636     explorer.exe         0x71aa0000   1        1        1        \WINDOWS\system32\ws2help.dll
1636     explorer.exe         0x7d1e0000   1        1        1        \WINDOWS\system32\msi.dll
1636     explorer.exe         0x77be0000   1        1        1        \WINDOWS\system32\msacm32.dll
1636     explorer.exe         0x5dcd0000   1        1        1        \WINDOWS\system32\eappprxy.dll
1636     explorer.exe         0x77fe0000   1        1        1        \WINDOWS\system32\secur32.dll
1636     explorer.exe         0x76c00000   1        1        1        \WINDOWS\system32\credui.dll
1636     explorer.exe         0x755c0000   1        1        1        \WINDOWS\system32\msctfime.ime
1636     explorer.exe         0x77b20000   1        1        1        \WINDOWS\system32\msasn1.dll
1636     explorer.exe         0x478c0000   1        1        1        \WINDOWS\system32\dot3api.dll
1636     explorer.exe         0x72d10000   1        1        1        \WINDOWS\system32\msacm32.drv
1736     spoolsv.exe          0xd10000     1        1        1        \WINDOWS\system32\TPVMW32.dll
1736     spoolsv.exe          0x1000000    1        0        1        \WINDOWS\system32\spoolsv.exe
1736     spoolsv.exe          0x76b40000   1        1        1        \WINDOWS\system32\winmm.dll
1736     spoolsv.exe          0x77c10000   1        1        1        \WINDOWS\system32\msvcrt.dll
1736     spoolsv.exe          0x76360000   1        1        1        \WINDOWS\system32\winsta.dll
1736     spoolsv.exe          0x77c00000   1        1        1        \WINDOWS\system32\version.dll
1736     spoolsv.exe          0x5ad70000   1        1        1        \WINDOWS\system32\uxtheme.dll
1736     spoolsv.exe          0x71bf0000   1        1        1        \WINDOWS\system32\samlib.dll
1736     spoolsv.exe          0x767a0000   1        1        1        \WINDOWS\system32\ntdsapi.dll
1736     spoolsv.exe          0x76c90000   1        1        1        \WINDOWS\system32\imagehlp.dll
1736     spoolsv.exe          0x76fc0000   1        1        1        \WINDOWS\system32\rasadhlp.dll
1736     spoolsv.exe          0x751d0000   1        1        1        \WINDOWS\system32\wshbth.dll
1736     spoolsv.exe          0x77a80000   1        1        1        \WINDOWS\system32\crypt32.dll
1736     spoolsv.exe          0x76f60000   1        1        1        \WINDOWS\system32\wldap32.dll
1736     spoolsv.exe          0x10000000   1        1        1        \WINDOWS\system32\TPVMMon.dll
1736     spoolsv.exe          0x76f20000   1        1        1        \WINDOWS\system32\dnsapi.dll
1736     spoolsv.exe          0xd60000     1        1        1        \WINDOWS\system32\tprdpw32.dll
1736     spoolsv.exe          0x3f420000   1        1        1        \WINDOWS\system32\spool\prtprocs\w32x86\filterpipelineprintproc.dll
1736     spoolsv.exe          0x773d0000   1        1        1        \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
1736     spoolsv.exe          0x71a50000   1        1        1        \WINDOWS\system32\mswsock.dll
1736     spoolsv.exe          0x5b860000   1        1        1        \WINDOWS\system32\netapi32.dll
1736     spoolsv.exe          0x77e70000   1        1        1        \WINDOWS\system32\rpcrt4.dll
1736     spoolsv.exe          0x6f880000   1        1        1        \WINDOWS\AppPatch\acgenral.dll
1736     spoolsv.exe          0x72400000   1        1        1        \WINDOWS\system32\tcpmon.dll
1736     spoolsv.exe          0x71ab0000   1        1        1        \WINDOWS\system32\ws2_32.dll
1736     spoolsv.exe          0x75c10000   1        1        1        \WINDOWS\system32\win32spl.dll
1736     spoolsv.exe          0x76c60000   1        1        1        \WINDOWS\system32\sfc_os.dll
1736     spoolsv.exe          0x71ad0000   1        1        1        \WINDOWS\system32\wsock32.dll
1736     spoolsv.exe          0x774e0000   1        1        1        \WINDOWS\system32\ole32.dll
1736     spoolsv.exe          0x77920000   1        1        1        \WINDOWS\system32\setupapi.dll
1736     spoolsv.exe          0x7e410000   1        1        1        \WINDOWS\system32\user32.dll
1736     spoolsv.exe          0x7c900000   1        1        1        \WINDOWS\system32\ntdll.dll
1736     spoolsv.exe          0x73000000   1        1        1        \WINDOWS\system32\winspool.drv
1736     spoolsv.exe          0x77f10000   1        1        1        \WINDOWS\system32\gdi32.dll
1736     spoolsv.exe          0x77120000   1        1        1        \WINDOWS\system32\oleaut32.dll
1736     spoolsv.exe          0x76f50000   1        1        1        \WINDOWS\system32\wtsapi32.dll
1736     spoolsv.exe          0x76d60000   1        1        1        \WINDOWS\system32\iphlpapi.dll
1736     spoolsv.exe          0x76fb0000   1        1        1        \WINDOWS\system32\winrnr.dll
1736     spoolsv.exe          0x77b20000   1        1        1        \WINDOWS\system32\msasn1.dll
1736     spoolsv.exe          0x76390000   1        1        1        \WINDOWS\system32\imm32.dll
1736     spoolsv.exe          0x75bb0000   1        1        1        \WINDOWS\system32\localspl.dll
1736     spoolsv.exe          0x769c0000   1        1        1        \WINDOWS\system32\userenv.dll
1736     spoolsv.exe          0x7c800000   1        1        1        \WINDOWS\system32\kernel32.dll
1736     spoolsv.exe          0x76fd0000   1        1        1        \WINDOWS\system32\clbcatq.dll
1736     spoolsv.exe          0x77dd0000   1        1        1        \WINDOWS\system32\advapi32.dll
1736     spoolsv.exe          0x723f0000   1        1        1        \WINDOWS\system32\usbmon.dll
1736     spoolsv.exe          0xe00000     1        1        1        \WINDOWS\system32\spool\prtprocs\w32x86\TPWinPrn.dll
1736     spoolsv.exe          0x1010000    1        1        1        \WINDOWS\system32\xpsp2res.dll
1736     spoolsv.exe          0x5cb70000   1        1        1        \WINDOWS\system32\shimeng.dll
1736     spoolsv.exe          0x76c30000   1        1        1        \WINDOWS\system32\wintrust.dll
1736     spoolsv.exe          0x7c9c0000   1        1        1        \WINDOWS\system32\shell32.dll
1736     spoolsv.exe          0x77050000   1        1        1        \WINDOWS\system32\comres.dll
1736     spoolsv.exe          0x74280000   1        1        1        \WINDOWS\system32\pjlmon.dll
1736     spoolsv.exe          0x5d090000   1        1        1        \WINDOWS\system32\comctl32.dll
1736     spoolsv.exe          0x77f60000   1        1        1        \WINDOWS\system32\shlwapi.dll
1736     spoolsv.exe          0x71aa0000   1        1        1        \WINDOWS\system32\ws2help.dll
1736     spoolsv.exe          0x750b0000   1        1        1        \WINDOWS\system32\resutils.dll
1736     spoolsv.exe          0x742a0000   1        1        1        \WINDOWS\system32\cnbjmon.dll
1736     spoolsv.exe          0x77be0000   1        1        1        \WINDOWS\system32\msacm32.dll
1736     spoolsv.exe          0x742e0000   1        1        1        \WINDOWS\system32\spoolss.dll
1736     spoolsv.exe          0x71c80000   1        1        1        \WINDOWS\system32\netrap.dll
1736     spoolsv.exe          0x74300000   1        1        1        \WINDOWS\system32\inetpp.dll
1736     spoolsv.exe          0x76d10000   1        1        1        \WINDOWS\system32\clusapi.dll
1736     spoolsv.exe          0x77fe0000   1        1        1        \WINDOWS\system32\secur32.dll
1956     rundll32.exe         0x1000000    1        0        1        \WINDOWS\system32\rundll32.exe
1956     rundll32.exe         0xa10000     0        0        0        \WINDOWS\system32\irprops.cpl
1956     rundll32.exe         0x76d30000   1        1        1        \WINDOWS\system32\wmi.dll
1956     rundll32.exe         0x76b40000   1        1        1        \WINDOWS\system32\winmm.dll
1956     rundll32.exe         0x769c0000   1        1        1        \WINDOWS\system32\userenv.dll
1956     rundll32.exe         0x77f60000   1        1        1        \WINDOWS\system32\shlwapi.dll
1956     rundll32.exe         0x77c00000   1        1        1        \WINDOWS\system32\version.dll
1956     rundll32.exe         0x5ad70000   1        1        1        \WINDOWS\system32\uxtheme.dll
1956     rundll32.exe         0x77dd0000   1        1        1        \WINDOWS\system32\advapi32.dll
1956     rundll32.exe         0x77be0000   1        1        1        \WINDOWS\system32\msacm32.dll
1956     rundll32.exe         0x71b20000   1        1        1        \WINDOWS\system32\mpr.dll
1956     rundll32.exe         0x74720000   1        1        1        \WINDOWS\system32\msctf.dll
1956     rundll32.exe         0x77e70000   1        1        1        \WINDOWS\system32\rpcrt4.dll
1956     rundll32.exe         0x6f880000   1        1        1        \WINDOWS\AppPatch\acgenral.dll
1956     rundll32.exe         0x72a90000   1        1        1        \WINDOWS\system32\devmgr.dll
1956     rundll32.exe         0x774e0000   1        1        1        \WINDOWS\system32\ole32.dll
1956     rundll32.exe         0x77920000   1        1        1        \WINDOWS\system32\setupapi.dll
1956     rundll32.exe         0x7c900000   1        1        1        \WINDOWS\system32\ntdll.dll
1956     rundll32.exe         0x77f10000   1        1        1        \WINDOWS\system32\gdi32.dll
1956     rundll32.exe         0x77120000   1        1        1        \WINDOWS\system32\oleaut32.dll
1956     rundll32.exe         0x5cb70000   1        1        1        \WINDOWS\system32\shimeng.dll
1956     rundll32.exe         0x76390000   1        1        1        \WINDOWS\system32\imm32.dll
1956     rundll32.exe         0x4ffb0000   1        1        1        \WINDOWS\system32\bthprops.cpl
1956     rundll32.exe         0x755c0000   1        1        1        \WINDOWS\system32\msctfime.ime
1956     rundll32.exe         0x7c800000   1        1        1        \WINDOWS\system32\kernel32.dll
1956     rundll32.exe         0x773d0000   1        1        1        \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
1956     rundll32.exe         0x7e410000   1        1        1        \WINDOWS\system32\user32.dll
1956     rundll32.exe         0x77c10000   1        1        1        \WINDOWS\system32\msvcrt.dll
1956     rundll32.exe         0x76c30000   1        1        1        \WINDOWS\system32\wintrust.dll
1956     rundll32.exe         0x7c9c0000   1        1        1        \WINDOWS\system32\shell32.dll
1956     rundll32.exe         0x77a80000   1        1        1        \WINDOWS\system32\crypt32.dll
1956     rundll32.exe         0x76c90000   1        1        1        \WINDOWS\system32\imagehlp.dll
1956     rundll32.exe         0xac0000     1        1        1        \WINDOWS\system32\xpsp2res.dll
1956     rundll32.exe         0x5d090000   1        1        1        \WINDOWS\system32\comctl32.dll
1956     rundll32.exe         0x77fe0000   1        1        1        \WINDOWS\system32\secur32.dll
1956     rundll32.exe         0x77b20000   1        1        1        \WINDOWS\system32\msasn1.dll
1964     VMwareTray.exe       0x400000     1        0        1        \Program Files\VMware\VMware Tools\VMwareTray.exe
1964     VMwareTray.exe       0x350000     1        1        1        \Program Files\VMware\VMware Tools\intl.dll
1964     VMwareTray.exe       0x773d0000   1        1        1        \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
1964     VMwareTray.exe       0x77f60000   1        1        1        \WINDOWS\system32\shlwapi.dll
1964     VMwareTray.exe       0x5ad70000   1        1        1        \WINDOWS\system32\uxtheme.dll
1964     VMwareTray.exe       0x76780000   1        1        1        \WINDOWS\system32\shfolder.dll
